Id,SalePrice
1461,133757.68490088588
1462,165296.5306758953
1463,196717.366004672
1464,205497.25186679343
1465,202676.36033596742
1466,190275.82591879074
1467,180764.33708365224
1468,175737.99622187176
1469,195011.91859968827
1470,132205.03865536564
1471,199366.49593268635
1472,108066.09109253887
1473,107779.08400133868
1474,155904.6380551505
1475,124691.274442496
1476,353966.12695865775
1477,243865.44000261227
1478,299787.44677065656
1479,298980.4558818379
1480,466435.7462325018
1481,322373.56924892805
1482,220466.50764605662
1483,188290.04125148884
1484,178447.34271514427
1485,196455.36030153985
1486,203604.4950878227
1487,328224.8412268367
1488,239079.52283995342
1489,206374.44314114258
1490,256164.94446701754
1491,201078.6057333056
1492,97404.0406401592
1493,197807.01491101214
1494,287832.33186685166
1495,289007.088341732
1496,253031.32149860013
1497,189605.66417963154
1498,178590.27169737176
1499,168700.8211149284
1500,169958.75867168556
1501,184685.31737617735
1502,161089.6907617556
1503,271146.78222012374
1504,247286.11914154608
1505,234337.43929918608
1506,186010.62718021276
1507,266813.3628161087
1508,202820.22943099614
1509,157941.88542745225
1510,153500.6541817045
1511,157268.90566215437
1512,176734.38210866894
1513,150142.85546862477
1514,159650.3267682941
1515,210759.28177709845
1516,159291.65899205394
1517,165550.2459204828
1518,143805.16909804713
1519,216244.8550734283
1520,139290.5132499048
1521,143077.01815028343
1522,181774.39788441986
1523,121956.43611332387
1524,129780.69897461352
1525,131140.3087371874
1526,124635.8451791664
1527,113449.03430483854
1528,133939.66176780988
1529,158574.32982193158
1530,190928.62553639108
1531,135341.45733234106
1532,105916.54971990104
1533,149948.89449514437
1534,129648.30052643671
1535,161994.38319309623
1536,121054.5553451605
1537,87500.89799533685
1538,150810.35690041003
1539,189620.0205410236
1540,99314.87137481928
1541,150116.56783019062
1542,150388.8390428659
1543,201875.193103783
1544,91672.28824730711
1545,114012.01229095916
1546,143167.5339551398
1547,147862.06067554685
1548,142218.73372359524
1549,128596.62690338427
1550,147725.36597972998
1551,118025.30488111761
1552,161429.8936779429
1553,153987.7449159422
1554,126080.1285954518
1555,183279.1661992593
1556,91010.8992394986
1557,112513.89489728569
1558,99793.2103664631
1559,96392.86700596251
1560,145229.21248505265
1561,126640.86407693813
1562,138087.8175705486
1563,129993.43958459028
1564,167809.27004096482
1565,161467.10239978554
1566,242247.75902628552
1567,83150.85328432344
1568,240644.6635448899
1569,157890.46024666942
1570,144225.7028494349
1571,132296.21924219345
1572,147930.63565777362
1573,244886.7784322534
1574,126245.08794084666
1575,233492.80280561204
1576,245141.5215508513
1577,199186.63314932396
1578,144885.80043441334
1579,154331.23411103417
1580,198688.8418351686
1581,166610.88042204257
1582,130621.84750904748
1583,304423.3601750449
1584,245752.37701464104
1585,144889.7296087685
1586,81394.24382287933
1587,112567.23572267653
1588,156732.6212977665
1589,101590.78596511186
1590,138004.07330887698
1591,105371.7965187459
1592,127461.05031528231
1593,126598.8941887154
1594,139864.62853998307
1595,129843.36141734055
1596,237451.03833587404
1597,191419.2250948265
1598,216241.66743323667
1599,177442.69605894398
1600,182476.56304086416
1601,80689.11437900893
1602,120694.10248682342
1603,85995.75560335795
1604,282392.18537835305
1605,250125.90261661468
1606,172146.79191640814
1607,175608.7501086534
1608,218953.7905776545
1609,188068.0323812627
1610,166180.58354841833
1611,152691.22169770495
1612,194877.3318355788
1613,184343.59611209942
1614,135378.04017654122
1615,96340.82528738573
1616,86987.58545627871
1617,101904.3168105946
1618,138322.0444080024
1619,152818.06139721966
1620,193444.70068740414
1621,152121.14282725754
1622,150753.56477958543
1623,283272.9733399854
1624,241622.33157469172
1625,127231.22872151418
1626,173448.51063994196
1627,194769.98365402262
1628,277143.6132980541
1629,185198.35004092593
1630,340177.0784110226
1631,216964.3555598857
1632,242424.9376574514
1633,184218.368626632
1634,194877.99894664157
1635,187754.58695524794
1636,169322.91272433475
1637,208112.1515085069
1638,200752.3546943914
1639,193024.90203101563
1640,254119.95895822436
1641,189539.0894510723
1642,248113.97180451112
1643,237219.2456190522
1644,241936.76767803126
1645,210394.15711103656
1646,162516.04848908316
1647,160047.66525070168
1648,143352.1583681151
1649,147008.19763057356
1650,124360.0666628969
1651,133049.3370626627
1652,105600.38053786899
1653,106608.78598765451
1654,156708.9039242081
1655,145479.49339192084
1656,152618.02217114242
1657,159004.00286132892
1658,158989.08902315257
1659,129748.10637796384
1660,164293.2647484137
1661,404247.03888585453
1662,384793.95516177773
1663,373569.90041193354
1664,419622.45032284426
1665,307146.19115224405
1666,330723.0884903816
1667,358303.41077834077
1668,337032.816416231
1669,292492.8400797038
1670,341860.41975212615
1671,273972.4172868502
1672,404581.747713736
1673,308998.5155431756
1674,246571.26812763815
1675,209155.75672802803
1676,204786.94210202261
1677,219503.47394877605
1678,389896.7634280165
1679,387968.04452179436
1680,332476.67254206724
1681,259235.5140248594
1682,313168.10003706627
1683,198343.71938328425
1684,183973.500515722
1685,188287.57992199194
1686,178680.9183268042
1687,180305.13101219447
1688,195594.2574805068
1689,201317.40252768455
1690,200376.21081783707
1691,191220.15436889813
1692,260860.9448833716
1693,178591.27594959395
1694,189050.82467134725
1695,176179.61150450574
1696,280028.23130136397
1697,180290.58885508918
1698,344949.1326826446
1699,310138.3106074092
1700,266995.3107727703
1701,275586.3794836315
1702,243318.06483550082
1703,254181.62384432816
1704,278334.659734573
1705,242519.63570124548
1706,383650.4974534467
1707,225241.75697614593
1708,219359.87513420376
1709,259498.07765085154
1710,239080.15771208578
1711,264296.1717139183
1712,267716.50752419344
1713,280133.5426717342
1714,225715.1661308506
1715,215634.36711348535
1716,190247.40814220786
1717,177297.8363326661
1718,149666.6526337984
1719,212171.00306253886
