Id,SalePrice
1461,132796.10069949133
1462,161208.5675583089
1463,195532.00485052
1464,192189.276827941
1465,190431.3048571581
1466,177716.41350738748
1467,169724.9161156012
1468,168240.62965030543
1469,190645.1090724921
1470,129394.35280000838
1471,195435.1794773973
1472,104178.09736019818
1473,107333.86862991142
1474,149996.32960673617
1475,116199.61877965493
1476,356886.31090114306
1477,230280.89714182858
1478,294480.1327262233
1479,275034.3979283951
1480,442623.0960795954
1481,297378.82084738696
1482,206992.2528650724
1483,181325.23807496027
1484,168467.49062501284
1485,182532.41273020246
1486,196574.16195427574
1487,330686.4587730967
1488,239841.8066678496
1489,207377.0078875959
1490,251482.4865778545
1491,194208.71881486455
1492,101848.25778952734
1493,190297.68698891174
1494,285179.6817353022
1495,278276.39875803934
1496,239854.90985074788
1497,181475.13667513395
1498,164090.23986662697
1499,163519.45021880494
1500,166265.01338544264
1501,181830.99582995087
1502,158945.47413029132
1503,275853.1766194832
1504,237031.2845874709
1505,221383.3617462797
1506,178501.85871233087
1507,259545.54815294957
1508,204392.77319178285
1509,148317.83203305828
1510,147394.3305104053
1511,144636.36744394578
1512,176083.4191642493
1513,149979.1794565832
1514,163040.85956392187
1515,221048.243862578
1516,149861.89639450045
1517,166216.9274422867
1518,137551.20365084978
1519,220665.68713750047
1520,135597.52351978625
1521,141493.6710337285
1522,180267.47371271573
1523,119535.71612672128
1524,123486.19162597173
1525,123551.12880475828
1526,119481.84577834103
1527,114572.37716743478
1528,126611.4931898117
1529,150478.6553665797
1530,171690.1076613399
1531,125285.86199621914
1532,102800.62650928911
1533,146372.28833365548
1534,128718.00076023438
1535,151253.48682221217
1536,113399.55101007786
1537,94585.35340991072
1538,150492.5435384806
1539,213270.2131605472
1540,119931.94837624859
1541,135663.93169476528
1542,144433.48477780906
1543,196673.13195921417
1544,86652.3534966693
1545,108114.06548262283
1546,133331.35071015736
1547,139912.75952964605
1548,132761.15382080074
1549,118037.65178105354
1550,142964.14716425198
1551,115295.22990636746
1552,154415.50487613142
1553,157030.2827018417
1554,113369.77919583034
1555,176363.27949791
1556,94618.6720069652
1557,115184.85501766994
1558,101719.23588761417
1559,119763.17089374884
1560,139489.79644971326
1561,137668.2537479555
1562,133228.71480584765
1563,125094.09263490746
1564,178727.5201985541
1565,161050.16296940512
1566,240348.33589911842
1567,85762.81870785393
1568,221225.93231259176
1569,152382.49624772248
1570,141198.47118984643
1571,132831.2088261483
1572,143315.0748222002
1573,256153.71044282243
1574,124664.08379863203
1575,241505.26706473524
1576,239250.27249743446
1577,197700.38686909003
1578,139796.1389525808
1579,155137.74633669262
1580,186530.82622108943
1581,164984.2636072819
1582,123474.6606733412
1583,291430.2893069123
1584,228257.08744789613
1585,144681.1312014741
1586,77961.47856138379
1587,101147.0905586829
1588,148876.14968416453
1589,99442.4844393261
1590,124358.07631686384
1591,99970.04947485222
1592,129072.80793005519
1593,121934.54206599388
1594,183776.55887191612
1595,130715.86910011375
1596,236379.8420071626
1597,184439.46267610855
1598,197744.20560561775
1599,175335.62025313708
1600,178578.7700033229
1601,85122.01014095245
1602,117841.33622040207
1603,101927.03282652375
1604,272915.51075847616
1605,240374.67800380825
1606,162416.2756999673
1607,184726.4294814687
1608,213221.5270145894
1609,189388.17310307332
1610,159386.51323792624
1611,144288.80945855015
1612,187778.67503527907
1613,177555.67237183233
1614,139387.1450269832
1615,101824.64441871512
1616,88734.11167656363
1617,104315.41391142862
1618,128404.14332351004
1619,148266.98175510764
1620,174921.9194586059
1621,147679.7179387216
1622,138301.81048668455
1623,275481.83926621964
1624,221998.6751753653
1625,129197.85601747986
1626,159847.57064819263
1627,188140.7246439799
1628,274022.1842017256
1629,176819.13432252407
1630,336630.75975085865
1631,209504.96415505372
1632,234420.1318173903
1633,175489.0089343283
1634,194046.73015904467
1635,180651.975507801
1636,161373.4082832321
1637,203588.61764591053
1638,194165.5169307142
1639,176674.3571296304
1640,252299.7911822741
1641,174826.46877167613
1642,233395.36528751598
1643,213575.47496897896
1644,232004.70218082852
1645,200419.8923244129
1646,151935.20387472428
1647,152290.66500595055
1648,138329.78359835895
1649,143249.55176077766
1650,114672.02669655888
1651,127005.29069518985
1652,102285.28160542887
1653,103020.76016118586
1654,149702.3162195996
1655,135878.09923229247
1656,149740.34877093552
1657,151717.7739546619
1658,157123.9891952618
1659,118272.10719177846
1660,170726.39088312717
1661,426141.5606859891
1662,356345.33572031686
1663,346532.19139135664
1664,359113.9975635887
1665,309539.2778055587
1666,316380.53653369454
1667,351990.8721113135
1668,323119.52266610955
1669,293646.7179214863
1670,332848.3567721516
1671,261255.68670700918
1672,391328.62999960326
1673,280729.85897379095
1674,237806.07255140104
1675,196419.42447512975
1676,198846.44706874905
1677,210416.0759673385
1678,399802.4531281786
1679,353099.9886175575
1680,331535.38592748914
1681,270525.1680524601
1682,298246.68287541356
1683,184258.8826032773
1684,175544.6333670197
1685,181895.5633360517
1686,174145.99446195088
1687,172172.61858261505
1688,190336.70491468572
1689,194413.94815212028
1690,192096.38097394496
1691,185197.82958929648
1692,263052.8754571286
1693,170627.11025959993
1694,181470.67172104478
1695,163017.91455503757
1696,265213.6632275396
1697,160545.03193109302
1698,343892.27234186686
1699,299570.5935327824
1700,246448.46868184727
1701,259621.40242914986
1702,235632.93653347733
1703,248934.65725885425
1704,268485.13568612165
1705,233584.8835783151
1706,366438.7838722736
1707,219148.64504802017
1708,204712.9156360245
1709,247870.5381103097
1710,229817.15366499237
1711,257868.76158008858
1712,248321.8191303197
1713,260661.9674963678
1714,216551.78953279936
1715,207795.82669214398
1716,187732.0083885795
1717,172634.9921056321
1718,140759.04698691182
1719,203902.69480648657
1720,234406.11439147824
1721,168595.06065201343
1722,135645.2046454489
1723,160659.43950832312
1724,215554.8172655752
1725,239136.1331110467
1726,200693.04893899133
1727,171268.89025205237
1728,177110.72655592608
1729,164984.81375130505
1730,166657.4238860714
1731,120206.64586681488
1732,124822.67313514117
1733,127663.24292178475
1734,127464.12258884733
1735,139122.55615595658
1736,119418.89383150106
1737,319970.82721693907
1738,226417.42925195693
1739,276478.49532237876
1740,233739.1097605746
1741,203603.60810581615
1742,177156.71987683218
1743,175448.3455211727
1744,294433.0564164589
1745,212494.79188887525
1746,205694.54237596798
1747,219504.3259811126
1748,224443.1288661446
1749,157934.20614307714
1750,130549.84394610886
1751,244914.89725763694
1752,122981.38977365856
1753,156888.2760605984
1754,191905.1402972198
1755,170555.48345328862
1756,126305.41758425013
1757,122611.21089078463
1758,149322.84131468437
1759,159308.8243170809
1760,170492.7182797771
1761,156222.8143652515
1762,191796.206422002
1763,174363.85342052695
1764,118182.74912028915
1765,184212.58015382156
1766,176523.2061779198
1767,220025.85873857173
1768,154132.98026111597
1769,170856.86715991926
1770,150864.17326577456
1771,133342.68849573215
1772,144883.11650120397
1773,144018.9186708235
1774,145437.8054946002
1775,134592.97201746693
1776,126257.57979310691
1777,112170.92093870552
1778,150820.20891206525
1779,130457.33310612554
1780,163239.0249296754
1781,135749.31503580656
1782,106491.92840765449
1783,140578.65527922017
1784,121329.67767670096
1785,131782.14443916074
1786,165324.98691290227
1787,161649.20327319513
1788,77232.53281968243
1789,104008.62649297534
1790,99420.74309320509
1791,176239.4290150507
1792,159739.46372023478
1793,135526.6304004428
1794,151516.69992707434
1795,130871.30597920895
1796,133265.36455909317
1797,112409.43192163864
1798,128355.25327790114
1799,117066.2073869659
1800,137724.74360270094
1801,132558.80876434006
1802,130771.06517783152
1803,154063.21789760533
1804,146562.915260321
1805,134684.39182332452
1806,118642.79646229208
1807,130815.31757621022
1808,127818.46242818124
1809,127198.50797790397
1810,144413.81710982308
1811,107084.23116491383
1812,104059.06671564057
1813,127486.93505080599
1814,97500.74632379634
1815,70689.41828657116
1816,104027.35290319248
1817,136842.17734284722
1818,165393.41017421364
1819,146858.93695996684
1820,73697.26689749742
1821,127716.73767484417
1822,148184.810505754
1823,50958.14050691039
1824,134453.88218117278
1825,148370.41470197047
1826,116682.7345983987
1827,109761.36786053497
1828,143637.42586573696
1829,111232.88575422003
1830,139239.66361129875
1831,143508.44429378057
1832,99546.27886567402
1833,142683.35277769636
1834,129884.36266062032
1835,130043.17945883528
1836,129367.1209571837
1837,93579.88596794804
1838,121296.26156242075
1839,102796.09118363631
1840,168285.46289729295
1841,142215.07885583257
1842,90326.65240274809
1843,140856.30449854993
1844,140082.59390981164
1845,151604.05663297913
1846,150445.79804874904
1847,182374.5668939055
1848,72751.84633332911
1849,117123.61514305856
1850,118552.9903952224
1851,154260.41274024593
1852,122967.22974795048
1853,146349.86010849528
1854,170019.5398253373
1855,163918.6797729057
1856,218660.84603577416
1857,185963.61863538082
1858,146141.09618377546
1859,122184.23168699567
1860,154008.28085600614
1861,121904.56598396653
1862,299077.02814698115
1863,287291.9374212815
1864,287294.19378309976
1865,346574.6281214453
1866,326975.5677747632
1867,230839.29713723343
1868,300891.39541124954
1869,208330.463957721
1870,225375.91637447607
1871,251891.1023011584
1872,180152.55958191684
1873,228660.6019367652
1874,149974.0485936786
1875,195688.825652012
1876,195030.93560222414
1877,215131.45011454207
1878,215743.1869230703
1879,143062.80928035118
1880,137763.38950255216
1881,233747.67883030316
1882,243357.07138777812
1883,194910.9337945085
1884,208688.3746483653
1885,244685.55082208375
1886,292488.5034293259
1887,208987.52014052
1888,259193.84994767522
1889,177159.18166558672
1890,122261.82658232434
1891,136726.81620250517
1892,107209.16484868215
1893,127857.7921714884
1894,123897.68191228996
1895,149369.1831923246
1896,132565.54456223888
1897,136341.85288088553
1898,120918.6790382212
1899,158954.56357429075
1900,139667.24483119423
1901,166953.16950848914
1902,156862.2513857581
1903,204458.87166781357
1904,147329.81004369745
1905,184193.51076647858
1906,162300.35995595856
1907,211049.58406381085
1908,112877.69032576945
1909,140197.9233453415
1910,128774.91593383769
1911,202886.16001786006
1912,297751.8826547913
1913,156976.65517500145
1914,70551.0716927478
1915,328577.9201447409
1916,73969.52370656174
1917,245659.82002597302
1918,140941.84886464514
1919,177570.77031528697
1920,160379.21270979565
1921,389087.8964513119
1922,318050.1877821455
1923,212043.5546266322
1924,202519.36117887596
1925,207744.36706790613
1926,367890.7260133463
1927,136804.56752949805
1928,162134.03051563122
1929,127850.10133485371
1930,135760.62532477913
1931,152432.7498485339
1932,145656.4570201701
1933,200721.21457299966
1934,176380.09092494735
1935,170608.4626417991
1936,193745.63956849743
1937,184449.29841099068
1938,184952.9791264251
1939,254091.16183486744
1940,191406.83071304963
1941,173789.31301250646
1942,181815.6931364031
1943,209052.45426477346
1944,348670.82165141724
1945,367221.8490694481
1946,167957.07834038147
1947,308115.2006895825
1948,188035.4430318866
1949,246700.2683896537
1950,183573.9973680442
1951,279988.82014946494
1952,218168.3122602472
1953,167118.51520081892
1954,185689.05249053257
1955,132161.93402327076
1956,281707.3633041007
1957,159542.88947368515
