ID,SalePrice
1461,128785.984
1462,163524.3
1463,179075.88
1464,206909.92
1465,169998.47
1466,177276.58
1467,176552.61
1468,160710.67
1469,198737.38
1470,125359.18
1471,193377.48
1472,93914.305
1473,105651.734
1474,149844.83
1475,110060.0
1476,370920.78
1477,244212.31
1478,275457.28
1479,248489.47
1480,475877.2
1481,367601.06
1482,214301.62
1483,170995.05
1484,168801.88
1485,173587.14
1486,206711.9
1487,346516.84
1488,234386.58
1489,206266.28
1490,236254.4
1491,193407.38
1492,95958.49
1493,193109.73
1494,288447.8
1495,288304.8
1496,246566.78
1497,182805.23
1498,164548.33
1499,153896.48
1500,157907.5
1501,179253.39
1502,142745.6
1503,261079.92
1504,236772.95
1505,229600.94
1506,190174.22
1507,266290.7
1508,192281.48
1509,154153.55
1510,149419.28
1511,144399.17
1512,167395.31
1513,141208.14
1514,160908.81
1515,191874.1
1516,147848.73
1517,174720.67
1518,137011.97
1519,211284.25
1520,134144.52
1521,136437.48
1522,171130.6
1523,124117.6
1524,130198.62
1525,132931.39
1526,126953.664
1527,114781.81
1528,138011.02
1529,140669.56
1530,165864.05
1531,91709.23
1532,97113.336
1533,147915.45
1534,116642.07
1535,153602.95
1536,111737.55
1537,68323.47
1538,165356.6
1539,188059.39
1540,87498.125
1541,135262.02
1542,145980.4
1543,199363.78
1544,83757.9
1545,108587.35
1546,126348.3
1547,136009.55
1548,136952.8
1549,113574.24
1550,133693.95
1551,111595.164
1552,137719.66
1553,153904.58
1554,124896.52
1555,155772.06
1556,88543.375
1557,108116.36
1558,92168.31
1559,69928.7
1560,123551.32
1561,146221.05
1562,132264.7
1563,120240.19
1564,151230.64
1565,143267.52
1566,218440.02
1567,74538.09
1568,220611.86
1569,136074.81
1570,140223.94
1571,110812.39
1572,142434.73
1573,231910.75
1574,115287.88
1575,235471.19
1576,229185.08
1577,195424.8
1578,136396.77
1579,146625.16
1580,186775.53
1581,158173.06
1582,126976.18
1583,318259.34
1584,231416.95
1585,140069.44
1586,60316.35
1587,96021.664
1588,150482.67
1589,93307.95
1590,133592.89
1591,93580.74
1592,119070.44
1593,118978.14
1594,127119.51
1595,117608.16
1596,228555.39
1597,175687.27
1598,188750.42
1599,170842.3
1600,166404.02
1601,59313.945
1602,113852.195
1603,76750.766
1604,273804.94
1605,243517.39
1606,166121.3
1607,166135.56
1608,188467.47
1609,183060.81
1610,151933.34
1611,135776.14
1612,171895.12
1613,165250.5
1614,128850.734
1615,86990.5
1616,76724.94
1617,91258.42
1618,126114.51
1619,145639.72
1620,182034.38
1621,141622.45
1622,139423.73
1623,282962.88
1624,209913.89
1625,129278.695
1626,162731.67
1627,189868.31
1628,288420.6
1629,177969.23
1630,375502.88
1631,206290.08
1632,238719.89
1633,168258.62
1634,188019.77
1635,183712.47
1636,148697.58
1637,185541.5
1638,189623.3
1639,182463.52
1640,256464.42
1641,177579.62
1642,243061.9
1643,221943.64
1644,242595.31
1645,192922.69
1646,158887.89
1647,146615.52
1648,127604.875
1649,142113.3
1650,113876.52
1651,121521.41
1652,94206.56
1653,106816.83
1654,152512.58
1655,143503.95
1656,146829.19
1657,152250.12
1658,144430.3
1659,121371.52
1660,157073.77
1661,481972.28
1662,406394.28
1663,406258.66
1664,577986.75
1665,307201.38
1666,313457.6
1667,391364.88
1668,333494.12
1669,295357.16
1670,348985.25
1671,269877.12
1672,466179.56
1673,282097.7
1674,259376.47
1675,202568.42
1676,197478.7
1677,232712.55
1678,453563.22
1679,393865.3
1680,359900.5
1681,256540.03
1682,304383.66
